#id	length	8Cell_Ctrl_rep1	8Cell_Ctrl_rep2	8Cell_Ctrl_rep3	8Cell_siKlf5_rep1	8Cell_siKlf5_rep2	8Cell_siKlf5_rep3
Elmod2	4709	707	903	964	1059	1030	1089
Elmod3	2235	31	30	34	32	26	43
Elmsan1	7367	558	702	749	828	701	652
Eln	3781	4	0	4	1	2	5
Elof1	1053	1202	1266	1225	1766	1371	1415
Elovl1	1940	368	344	413	442	244	316
Elovl2	3837	14	42	45	16	8	10
Elovl3	1879	32	33	33	42	15	58
Elovl4	3054	10	12	0	0	10	2
Elovl5	2781	204	197	231	211	190	169
Elovl6	5949	9460	9793	9177	9627	8844	8867
Elovl7	5437	18	6	22	4	26	4
Elp2	2789	1277	1618	1525	1592	1295	1304
Elp3	3042	1084	1490	1169	1091	968	872
Elp4	6755	128	170	142	139	106	133
Elp5	1435	1045	1184	1145	1577	1307	1327
Elp6	2064	316	325	405	453	402	329
Emb	2622	78	60	80	63	32	55
Emc1	6237	4486	5224	4965	6147	4698	4722
Emc10	1855	303	304	368	276	241	216
Emc2	1245	761	849	965	1000	996	1020
Emc3	1958	4020	4580	4527	5857	5094	4730
Emc4	975	1112	1221	1102	1585	1263	1068
Emc6	1436	764	762	871	869	800	637
Emc7	1072	835	735	682	702	709	667
Emc8	4933	665	749	685	822	655	625
Emc8-1190005i06rik	1007	0	0	0	0	0	0
Emc9	805	35	66	55	56	20	36
Emcn	1461	0	0	0	0	1	0
Emd	1601	592	853	589	720	659	651
Eme1	2228	760	795	880	1052	889	842
Eme2	1521	138	120	129	116	55	112
Emg1	1045	1474	1532	1699	1785	1579	1405
Emid1	1911	4	6	8	18	6	2
Emilin1	3464	7	2	5	10	6	6
Emilin2	3910	103	113	134	181	106	134
Emilin3	3558	4	9	2	2	0	12
Eml1	4474	8	12	16	23	10	20
Eml2	2312	110	195	161	106	52	92
Eml3	3180	157	200	178	183	244	133
Eml4	5520	463	399	430	597	603	555
Eml5	10136	455	589	634	566	498	472
Eml6	8080	421	516	331	480	371	351
Emp1	3046	0	0	0	0	2	6
Emp2	3440	410	470	477	606	358	436
Emp3	972	3	4	6	0	0	0
Emx1	1173	0	0	0	0	0	0
Emx2	2598	8	13	10	12	6	27
Emx2os	5023	0	4	0	0	0	2
En1	2554	2	5	10	4	8	8
En2	3537	16	22	27	48	40	24
Enah	12347	16590	19684	18463	17441	15271	15564
Enam	5490	0	0	0	0	1	4
Enc1	4743	423	383	586	502	286	326
Endod1	4470	578	663	622	255	363	296
Endog	1032	159	225	224	384	340	275
Endou	2718	0	2	14	2	0	1
Endov	5277	267	332	356	404	273	339
Eng	3572	260	313	182	135	99	108
Engase	3922	10	16	0	4	7	6
Enho	1247	20	18	12	0	12	0
Enkd1	1277	78	82	83	82	54	58
Enkur	1199	2	4	0	0	0	0
Eno1	1776	0	0	0	0	0	0
Eno1b	3411	54	42	40	76	42	46
Eno2	2797	187	247	270	94	71	92
Eno3	1604	71	38	49	50	76	47
Eno4	2567	17	15	2	17	2	9
Enoph1	1829	1080	1286	1137	1290	846	755
Enox1	3555	197	282	185	222	173	203
Enox2	3977	85	36	59	52	60	44
Enpep	4208	218	348	377	266	314	303
Enpp1	6781	4	27	10	6	6	4
Enpp2	3692	12	4	40	29	14	2
Enpp3	2815	1202	1252	1358	1441	1543	1179
Enpp4	4557	38	97	60	48	50	22
Enpp5	2535	14	41	25	14	39	47
Enpp6	3065	0	0	0	0	0	2
Enpp7	1370	0	2	0	0	0	5
Ensa	2962	1109	1405	1387	1602	1200	1197
Enthd1	2110	2	2	8	2	3	22
Enthd2	2779	217	359	254	259	156	161
Entpd1	4379	13	26	21	28	20	8
Entpd2	1937	125	171	131	293	152	133
Entpd3	3452	430	564	478	579	492	433
Entpd4	6168	0	0	8	0	8	0
Entpd5	5076	105	125	183	106	92	108
Entpd6	2500	245	302	347	246	273	230
Entpd7	6050	381	379	379	311	246	255
Entpd8	2306	12	4	5	1	0	1
Eny2	2429	166	167	167	194	114	149
Eogt	3205	945	979	972	1248	963	958
Eomes	3715	56	89	213	89	72	46
Ep300	8749	23160	26317	24730	25263	20096	18963
Ep400	10798	8209	9644	9768	9836	7339	7580
Epas1	5352	4061	4877	4085	2179	1365	1292
Epb4.1	6909	1925	2355	2402	2589	2381	1900
Epb4.1l1	6963	95	164	143	59	32	24
Epb4.1l2	4463	1782	1992	2025	2369	1869	1702
Epb4.1l3	4045	27	20	38	50	81	27
Epb4.1l4a	3853	136	185	172	283	201	180
Epb4.1l4aos	433	197	247	268	316	194	225
Epb4.1l4b	2966	872	945	807	829	776	636
Epb4.1l5	7746	541	656	708	1122	1153	996
Epb4.2	3472	19	34	14	21	12	9
Epc1	4651	608	888	910	1053	1041	941
Epc2	4358	3923	4940	4582	4765	3901	3545
Epcam	2061	512	464	588	885	636	507
Epdr1	2387	0	0	0	0	0	0
Epg5	9672	1132	1597	1506	1085	731	955
Epgn	1704	0	0	4	0	0	0
Epha1	3273	22	42	71	39	56	34
Epha10	5482	311	440	324	319	301	336
Epha2	3932	23	26	32	19	9	27
Epha3	3978	6	18	5	18	8	20
Epha4	6328	201	265	316	310	304	208
Epha5	7785	2	1	0	6	4	0
Epha6	4213	1	4	6	2	18	8
Epha7	7985	100	115	133	179	173	213
Epha8	4713	17	19	19	20	31	14
Ephb1	4667	24	18	7	17	23	29
Ephb2	4857	4	0	6	27	14	2
Ephb3	4145	167	205	253	210	149	129
Ephb4	4361	557	477	575	370	338	232
Ephb6	3760	44	57	66	173	114	49
Ephx1	1665	58	36	47	28	12	10
Ephx2	2588	35	33	44	20	6	36
Ephx3	2416	78	91	50	82	47	75
Ephx4	1258	18	12	5	20	5	12
Epm2a	1079	898	873	803	1419	1442	1131
Epm2aip1	7247	162	262	264	342	202	210
Epn1	2565	1725	2185	2068	2531	1676	1592
Epn2	4489	3307	3753	3476	4219	3664	3204
Epn3	3884	10	22	12	7	2	10
Epo	715	2	4	0	1	0	3
Epor	1829	8	6	8	0	4	9
Eppin	755	0	6	0	0	0	0
Eppk1	12325	8	14	8	2	8	0
Eprs	4850	11935	13977	13863	16062	14134	13008
Eps15	5410	1700	1997	2166	1647	1346	1171
Eps15l1	4720	1642	1883	1786	1981	1643	1516
Eps8	4936	283	323	268	377	313	284
Eps8l1	3894	60	72	118	45	38	40
Eps8l2	3065	75	111	81	10	8	18
Eps8l3	2270	1	3	7	0	2	0
Epsti1	2322	26	19	40	30	28	22
Ept1	6769	1980	2580	2517	3085	2280	2382
Epx	2691	6	3	4	4	0	4
Epyc	1723	0	0	0	0	0	0
Eqtn	1287	64	40	30	86	69	57
Eral1	2014	410	416	451	472	415	365
Erap1	4014	101	134	81	87	103	80
Eras	1077	0	0	6	0	2	0
Erbb2	4998	584	609	693	149	134	88
Erbb2ip	6664	2959	3569	3589	3633	3178	2884
Erbb3	4020	1131	1512	1620	1336	951	1091
Erbb4	4257	0	20	0	10	2	12
Erc1	9854	2014	2381	2301	2068	1622	1535
Erc2	6083	160	166	185	200	199	214
Ercc1	1487	187	140	205	219	141	223
Ercc2	3547	1576	1932	1690	2016	1655	1485
Ercc3	2673	1584	1786	1816	1907	1316	1451
Ercc4	6703	618	832	752	877	804	715
Ercc5	4010	251	298	323	340	221	198
Ercc6	8422	4734	5284	4881	6933	6683	5904
Ercc6l	4198	2088	2670	2289	2721	2628	2545
Ercc6l2	6044	570	672	657	793	678	577
Ercc8	2107	195	278	180	198	216	212
Erdr1	777	554	856	407	417	573	267
Ereg	4136	0	0	0	0	0	8
Erf	3503	1004	1376	1465	1197	883	697
Erg	3466	19	54	60	20	14	22
Ergic1	2733	154	189	167	149	153	131
Ergic2	4127	915	1096	1130	861	795	841
Ergic3	1297	833	938	986	992	820	752
Erh	812	2548	3054	2887	3747	3855	3205
Eri1	5067	1937	2209	2453	2533	1870	1885
Eri2	3569	518	653	603	497	621	462
Eri3	1778	147	246	144	155	160	148
Erich1	1579	283	264	174	281	239	208
Erich2	1749	0	0	1	0	0	0
Erich3	2009	0	0	1	0	0	0
Erich4	910	10	6	1	6	4	10
Erich5	2376	32	44	66	28	28	20
Erich6	2195	0	4	6	1	5	15
Erlec1	3501	182	234	215	233	200	135
Erlin1	3432	865	1102	1042	1472	1068	1128
Erlin2	3945	942	1061	1085	1036	1023	758
Ermap	4551	2	6	4	6	4	6
Ermard	2668	64	123	69	104	75	61
Ermn	3521	0	0	0	0	0	0
Ermp1	5394	3328	3704	3815	2984	2597	2164
Ern1	3976	2242	2552	2554	2752	2217	1950
Ern2	2973	37	24	37	9	44	27
Ero1l	4418	167	204	243	182	94	158
Ero1lb	4239	262	324	262	289	229	232
Erp27	953	3	0	0	0	0	2
Erp29	1243	606	865	743	666	632	497
Erp44	2647	763	887	954	1153	989	821
Errfi1	3018	728	868	1024	1041	732	781
Erv3	3378	2	0	2	2	0	0
Esam	1854	48	114	70	73	69	56
Esco1	4540	2966	3279	3427	3777	3869	3466
Esco2	2899	8095	9847	9522	10682	9520	9475
Esd	2121	150	254	139	209	140	114
Esf1	3392	5727	6275	6647	8077	6949	6875
Esm1	2103	0	0	0	0	0	0
Esp1	1049	0	0	0	1	0	8
Esp15	1169	0	3	0	0	0	0
Esp16	1243	0	0	0	0	0	0
Esp18	1257	0	0	0	0	0	0
Esp23	646	0	8	0	0	0	0
Esp24	433	28	10	18	38	28	17
Esp3	1316	0	0	0	0	0	0
Esp31	1311	1	0	0	0	0	0
Esp34	1413	0	0	0	0	0	0
Esp36	1117	0	0	0	0	0	0
Esp38	375	0	1	0	0	0	0
Esp4	552	0	0	4	4	6	18
Esp5	1113	0	0	0	0	0	0
Esp6	660	0	0	0	0	0	2
Esp6Esp5	1229	0	0	0	0	0	0
Esp8	901	1	0	0	0	0	2
Espl1	6630	9194	11881	11230	10450	7641	7901
Espn	3144	32	37	87	48	39	47
Espnl	5442	1	4	7	4	5	0
Esr1	8765	44	51	68	47	46	46
Esr2	3362	50	74	40	49	49	28
Esrp1	3969	1003	1322	1363	1186	879	910
Esrp2	2672	4269	4939	4423	4496	4018	3515
Esrra	2242	541	517	571	646	608	575
Esrrb	4621	4534	5614	5174	6613	5666	5249
Esrrg	5580	48	28	28	49	47	29
Esx1	1600	86	30	30	75	80	88
Esyt1	3685	947	1195	1061	844	796	866
Esyt2	5541	1414	1647	1580	1867	1540	1465
Esyt3	4491	432	416	537	506	306	311
Etaa1	4192	2484	3221	3126	3732	2894	2923
Etaa1os	861	1	5	14	1	4	3
Etd	478	0	0	0	0	0	0
Etf1	3705	14978	17865	17977	20455	19202	18447
Etfa	1464	1192	1666	1464	1661	1440	1435
Etfb	904	933	1041	938	893	755	689
Etfdh	2281	145	175	171	159	118	129
Ethe1	1485	108	150	139	85	117	56
Etl4	8041	1578	1452	1318	1385	1102	1081
Etnk1	6434	3565	4361	4257	5979	5025	5179
Etnk2	2280	44	12	36	34	30	49
Etnppl	2718	4	1	0	2	0	0
Etohd2	3135	44	19	30	35	13	30
Etohi1	4205	708	953	1026	1203	1474	1500
Ets1	5060	2	6	6	0	10	7
Ets2	3556	34	64	36	109	46	47
Etv1	4223	0	6	0	4	20	10
Etv2	1048	8	4	6	6	4	4
Etv3	5462	1168	1507	1262	1788	1437	1260
Etv4	2336	24	51	15	26	24	16
Etv5	3822	481	456	817	497	351	300
Etv6	5696	2039	2162	1621	2282	2066	1902
EU599041	1428	173	208	217	338	244	358
Eva1a	1768	515	642	656	778	704	641
Eva1b	1363	47	68	40	33	30	27
Eva1c	2142	1	2	0	0	3	2
Evc	4312	4	0	2	0	0	0
Evc2	4111	0	4	0	1	4	1
Evi2a	2296	6	6	6	0	0	1
Evi2b	3529	0	0	0	0	0	0
Evi5	5849	6856	7385	7640	8620	7701	7265
Evi5l	1542	59	60	55	57	55	88
Evl	2697	173	293	242	276	262	237
Evpl	6398	58	68	17	90	87	58
Evx1	2877	22	24	4	24	32	6
Evx2	1428	0	0	0	0	2	0
Ewsr1	4590	6644	7513	6713	7737	6948	6388
Exd1	3143	353	451	485	578	553	487
Exd2	3323	962	1222	1017	1347	1079	1132
Exo1	5506	2374	3236	2769	3502	3191	2583
Exo5	1990	571	715	582	669	545	528
Exoc1	3396	1051	1200	1159	1319	1162	992
Exoc2	4250	454	608	528	654	493	479
Exoc3	4596	1150	1368	1472	1281	1043	1102
Exoc3l	2497	6	60	41	20	26	38
Exoc3l4	3525	14	5	2	46	30	20
Exoc4	3710	329	311	447	487	334	334
Exoc5	4659	1281	1619	2002	1418	1124	1284
Exoc6	2733	535	714	604	682	705	628
Exoc6b	5440	85	77	125	86	84	44
Exoc7	3344	322	308	372	279	253	299
Exoc8	7407	752	1089	1049	1199	949	1088
Exog	3888	248	339	315	237	185	221
Exosc1	1622	771	951	949	969	869	948
Exosc10	2851	3783	4434	4665	5447	4644	4065
Exosc2	1622	717	836	983	976	820	783
Exosc3	1034	1449	1631	1742	1866	1932	1864
Exosc4	1789	345	474	336	588	481	440
Exosc5	1110	699	782	727	662	637	500
Exosc6	1326	571	612	534	826	871	786
Exosc7	1037	1071	1044	981	1295	1151	1078
Exosc8	1282	865	1099	963	1090	901	884
Exosc9	1617	1270	1463	1499	1389	1364	1276
Exph5	9601	67	110	108	122	105	64
Ext1	3464	412	443	470	491	490	444
Ext2	2871	138	211	175	158	141	158
Extl1	4114	45	30	50	49	46	49
Extl2	3253	24	2	6	2	9	2
Extl3	5978	179	275	214	221	162	167
Eya1	4345	140	116	128	164	116	120
Eya2	2758	37	29	14	19	27	19
Eya3	5199	1144	1361	1400	1282	1117	889
Eya4	4099	0	4	0	4	4	14
Ezh1	4207	1229	1439	1668	2040	1809	1758
Ezh2	2667	6623	8084	7861	10123	8322	7485
Ezr	3070	132	256	280	280	258	160
F10	2693	0	0	0	4	2	0
F11	2246	0	0	0	2	0	0
F11r	2482	3166	3464	3271	3895	3264	3490
F12	1971	10	34	14	7	19	12
F13a1	3927	0	2	7	4	12	2
F13b	2378	11	7	11	9	17	9
F2	2031	85	102	137	119	51	62
F2r	3296	48	42	68	68	20	28
F2rl1	2756	16	10	2	20	22	6
F2rl2	2464	0	0	18	0	0	6
F2rl3	1762	4	1	8	6	7	8
F3	1876	12	2	12	4	2	16
F420014N23Rik	2552	62	52	99	55	82	86
F5	7433	2	12	10	11	2	13
F630028O10Rik	2777	0	0	0	0	0	0
F630042J09Rik	3164	8	0	2	4	0	10
F630111L10Rik	7333	520	527	505	511	340	461
F630206G17Rik	2396	0	0	12	26	8	34
F7	1855	2	0	0	5	0	0
F730035M05Rik	1296	0	2	6	20	4	0
F730043M19Rik	1551	0	6	16	6	18	6
F8	7509	51	70	66	64	78	61
F830002L21Rik	1832	0	2	0	1	0	0
F830016B08Rik	3297	0	0	0	5	0	0
F830045P16Rik	1925	0	0	4	0	0	0
F8a	2490	20	16	12	14	24	4
F9	2735	0	4	0	0	0	0
F930015N05Rik	3540	0	0	0	0	0	0
Fa2h	2492	10	14	12	36	21	10
Faah	3816	70	68	85	137	94	83
Faap100	3175	183	252	144	277	137	156
Faap20	1519	86	71	85	129	52	112
Faap24	1788	1079	1035	872	878	816	826
Fabp1	492	0	0	0	0	0	0
Fabp12	2512	8	2	4	17	13	3
Fabp2	965	4	0	2	22	1	7
Fabp3	640	173	312	295	624	428	614
Fabp4	641	2	0	2	0	0	0
Fabp5	953	206	215	337	441	320	327
Fabp6	510	5	0	0	2	2	0
Fabp7	762	0	2	0	0	5	1
Fabp9	646	19	2	14	22	10	6
Fadd	2871	197	223	163	192	280	246
Fads1	3458	164	165	206	189	171	221
Fads2	1508	9	15	21	31	22	26
Fads3	3269	144	210	183	162	138	209
Fads6	1239	0	4	0	0	0	0
Faf1	4429	1882	2469	2401	2516	2078	2086
Faf2	4322	2392	2828	2477	2620	2366	2070
Fah	1585	22	40	34	75	43	40
Fahd1	1407	0	0	8	2	4	0
Fahd2a	1226	94	109	128	74	55	68
Faim	1074	486	554	494	635	489	448
Faim2	4668	4	0	12	0	2	0
Faiml	785	380	380	395	303	347	439
Fam101a	1650	14	1	0	8	6	0
Fam101b	3511	3011	3530	3500	4205	3808	3212
Fam102a	4217	1317	1576	1620	1312	891	730
Fam102b	5702	56	100	47	62	58	52
Fam103a1	1423	1260	1280	1420	1600	1411	1543
Fam104a	2615	1540	1739	1775	1872	1620	1445
Fam105a	3068	91	86	148	147	158	114
Fam107a	3144	4	3	4	10	10	2
Fam107b	3148	131	170	172	149	147	81
Fam109a	2335	654	911	826	988	631	673
Fam109b	2745	2	0	14	8	13	10
Fam110a	2224	9	2	29	18	2	2
Fam110b	1995	10	4	24	16	10	10
Fam110c	2670	8	8	6	0	14	32
Fam111a	3199	0	4	2	12	2	4
Fam114a1	2949	6	6	5	7	1	3
Fam114a2	2611	943	1400	1165	1184	875	831
Fam117a	2317	134	138	122	150	128	95
Fam117b	5534	1437	1507	1755	1388	1196	1117
Fam118a	2545	3442	3931	3639	3065	2688	2615
Fam118b	2045	714	935	937	988	795	795
Fam120a	4918	8119	9363	8789	10640	8613	8058
Fam120aos	1461	71	92	81	117	68	97
Fam120b	5831	126	207	154	216	145	177
Fam120c	7707	72	74	84	104	115	92
Fam122a	1696	150	94	150	158	200	134
Fam122b	4334	144	205	243	216	249	208
Fam122c	736	6	12	7	6	6	5
Fam124a	3557	64	84	50	115	55	39
Fam124b	2862	202	346	231	332	253	209
Fam126a	5647	226	257	199	245	173	227
Fam126b	8695	1455	1504	1560	1741	1418	1592
Fam129a	3939	214	189	264	97	89	125
Fam129b	3693	58	55	108	65	29	37
Fam129c	2482	22	37	19	24	33	15
Fam131a	2271	53	65	78	48	46	95
Fam131b	4108	4	10	10	22	12	6
Fam131c	1460	55	54	32	52	62	32
Fam132a	1321	174	175	183	151	111	132
Fam132b	2815	202	257	294	256	204	213
Fam133b	2302	580	812	795	822	710	704
Fam134a	2676	969	1150	1130	1605	1429	1274
Fam134b	3859	0	2	6	8	0	2
Fam134c	3306	4259	5169	4423	5383	4827	4334
Fam135a	6467	612	707	780	876	813	686
Fam135b	4623	5	2	8	0	0	12
Fam136a	1606	885	1446	1232	1336	1015	1027
Fam13a	4293	0	4	0	0	2	10
Fam13b	3344	1339	1706	1622	1753	1432	1369
Fam13c	3510	77	81	90	83	73	56
Fam149a	5479	0	0	0	1	0	0
Fam149b	3149	91	114	114	161	153	89
Fam150a	858	0	0	0	0	0	0
Fam150b	1507	3	9	9	0	0	1
Fam151a	1897	190	207	257	169	172	135
Fam151b	1383	49	63	17	39	50	40
Fam155a	3142	6	2	18	6	2	4
Fam159a	899	42	41	99	44	34	22
Fam159b	1310	50	70	90	4	16	16
Fam160a1	4388	241	254	388	321	327	365
Fam160a2	10986	197	241	259	200	155	160
Fam160b1	5630	298	361	353	240	250	206
Fam160b2	4034	1558	1845	1614	2045	1683	1729
Fam161a	1937	198	214	196	318	242	286
Fam161b	3357	353	331	318	499	250	236
Fam162a	635	166	210	196	353	209	303
Fam162b	555	0	0	0	0	0	2
Fam163a	3892	2	1	0	0	0	0
Fam163b	2946	0	0	2	0	0	2
Fam166a	1126	63	111	90	83	66	69
Fam166b	1348	12	11	16	3	1	0
Fam167a	4235	16	14	20	28	36	19
Fam167b	944	0	6	14	2	4	6
Fam168a	6583	2781	3050	3106	3505	3258	2762
Fam168b	5080	2136	2550	2393	3483	2806	3005
Fam169a	4590	534	726	699	691	574	521
Fam169b	2821	296	314	292	359	318	348
Fam170a	1342	0	0	2	0	0	4
Fam170b	1693	0	0	0	0	0	0
Fam171a1	4146	54	21	55	25	33	22
Fam171a2	3099	103	214	216	230	121	153
Fam171b	3394	16	0	20	4	14	4
Fam172a	4070	166	230	165	177	155	137
Fam173a	918	77	62	53	79	79	52
Fam173b	1166	113	82	81	108	78	89
Fam174a	2107	52	54	51	36	64	48
Fam174b	2678	60	33	78	108	98	67
Fam175a	2499	454	536	517	546	531	491
Fam175b	2895	613	791	868	884	755	694
Fam177a	7682	0	0	0	0	0	0
Fam178a	6880	3402	3973	3852	4109	3547	3527
Fam178b	2569	12	39	13	40	28	11
Fam179a	3503	6	4	10	25	19	22
Fam179b	6434	1811	2290	2122	2994	2453	2502
Fam180a	1528	0	0	0	0	0	0
Fam181a	1406	0	0	0	0	0	0
Fam181b	1842	0	0	0	0	0	0
Fam183b	562	0	0	0	0	0	0
Fam184a	3950	602	768	734	861	729	615
Fam184b	4123	14	17	38	43	25	62
Fam185a	3082	102	127	117	186	119	144
Fam186b	3187	7	10	18	14	12	6
Fam187a	1563	0	0	0	0	0	0
Fam187b	2666	6	8	3	4	8	6
Fam188a	2333	198	297	299	417	305	307
Fam188b	4785	2	4	0	1	4	0
Fam189a1	4754	8	7	21	8	11	13
Fam189a2	2548	118	200	78	149	103	75
Fam189b	3059	101	149	146	195	142	113
Fam192a	1799	867	1022	974	1256	898	960
Fam193a	5541	569	672	735	568	621	545
Fam193b	4341	423	605	612	581	410	421
Fam195a	816	921	1060	968	813	639	621
Fam195b	1205	8	0	14	12	4	10
Fam196a	4637	14	40	34	46	10	46
Fam196b	5371	8	8	0	0	2	4
Fam198a	3723	10	0	6	0	6	1
Fam198b	6627	0	24	20	2	0	4
Fam199x	8297	374	536	454	534	561	468
Fam19a1	3252	0	0	0	10	0	1
Fam19a2	4610	14	21	12	26	28	12
Fam19a3	4317	6	8	24	12	7	5
Fam19a4	2182	0	8	4	0	8	9
Fam19a5	3041	6	28	9	19	10	2
Fam204a	2035	683	812	825	964	959	1007
Fam205a1	4146	0	8	3	9	2	0
Fam205a2	16520	0	0	0	0	0	0
Fam205c	1656	2	5	14	3	0	1
Fam206a	4299	241	271	278	295	227	275
Fam207a	2428	1143	1418	1373	1466	1289	1391
Fam208a	7576	3245	3835	3718	4034	3595	3722
Fam208b	8338	3307	3842	3618	4009	3873	3383
Fam209	649	51	30	49	52	49	27
Fam20a	2541	0	4	2	1	2	2
Fam20b	4238	431	495	521	573	556	679
Fam20c	3001	0	8	7	1	2	6
Fam21	4297	5312	5957	6176	8175	6166	6113
Fam210a	9653	2200	2962	2571	2844	2314	2202
Fam210b	3605	156	157	174	150	99	112
Fam212a	1061	473	353	621	159	200	112
Fam212b	4781	52	62	128	104	70	76
Fam213a	1537	12	26	44	36	22	20
Fam213b	785	27	55	27	31	8	43
Fam214a	4521	2138	2513	2508	2060	1680	1592
Fam214b	3495	854	1342	1186	1533	1020	1190
Fam216a	983	86	102	106	201	176	123
Fam216b	2238	0	0	0	0	0	0
Fam217a	2395	31	63	50	43	29	23
Fam217b	2264	31	32	41	44	30	44
Fam219a	2109	32	63	26	32	46	29
Fam219aos	708	7	8	15	10	4	12
Fam219b	3055	278	325	329	324	277	318
Fam220a	2331	219	284	263	256	261	180
Fam221a	2095	96	143	110	68	128	59
Fam221b	1763	4	4	0	0	0	2
Fam222a	2693	65	69	117	90	58	55
Fam222b	3884	805	1094	936	769	593	447
Fam227a	5187	41	86	52	47	25	36
Fam227b	1858	1	12	0	2	4	4
Fam228a	2833	56	30	48	74	71	86
Fam228b	2886	282	298	518	543	492	362
Fam229a	558	2	30	15	0	2	16
Fam229b	730	0	0	0	0	0	1
Fam24a	371	9	8	1	8	8	7
Fam25c	367	2	6	0	5	0	0
Fam26d	3714	0	2	0	0	0	0
Fam26e	1786	2	0	0	0	1	0
Fam26f	1082	48	88	64	112	48	88
Fam32a	1921	1188	1285	1232	1466	1342	1213
Fam35a	3452	32	66	88	64	102	53
Fam3a	1765	234	221	198	181	202	235
Fam3b	851	22	10	39	15	14	15
Fam3c	2739	1225	1335	1195	2046	1865	1611
Fam43a	3075	0	4	8	14	4	14
Fam43b	2367	65	54	62	25	36	28
Fam45a	2350	1251	1564	1381	1700	1682	1481
Fam46a	5505	135	70	138	385	174	142
Fam46b	2288	114	108	102	136	96	78
Fam46c	2029	376	367	355	359	342	322
Fam46d	3162	2	6	2	4	6	20
Fam47c	1648	0	0	0	0	0	2
Fam47e	1505	2	4	18	4	0	8
Fam49a	4848	172	171	144	209	206	172
Fam49b	3800	178	292	287	203	188	225
Fam50a	1383	3359	2997	3220	3840	3377	3727
Fam50b	1315	0	2	6	22	10	2
Fam53a	2003	220	274	295	340	264	258
Fam53b	5199	85	104	95	73	61	68
Fam53c	4475	895	1081	1150	1304	961	970
Fam57a	930	43	56	48	32	25	24
Fam57b	3162	451	572	440	422	400	322
Fam58b	1224	258	349	277	216	240	104
Fam60a	2638	1195	1391	1446	2078	1964	1654
Fam63a	2834	1892	2014	2028	1371	1114	1286
Fam63b	8081	477	528	666	662	435	609
Fam64a	1466	0	2	10	6	2	0
Fam65a	4133	2424	3368	3525	2983	2110	2290
Fam65b	7369	44	61	53	57	37	43
Fam65c	2935	796	880	798	650	560	607
Fam69a	2724	142	196	202	227	184	216
Fam69b	1622	172	181	293	256	150	207
Fam69c	2153	4	6	0	0	0	0
Fam71a	2234	0	0	0	2	0	0
Fam71b	2190	0	0	0	0	0	2
Fam71d	1778	0	0	0	0	0	6
Fam71e1	849	5	16	21	24	1	2
Fam71e2	2687	16	16	6	0	0	2
Fam71f1	1596	0	2	3	3	2	0
Fam71f2	1176	0	11	2	7	12	4
Fam72a	2105	47	69	132	128	61	56
Fam73a	5354	775	963	773	1120	1128	914
Fam73b	3620	185	265	306	282	247	213
Fam76a	3046	2558	3063	2878	2857	2337	2529
Fam76b	3672	763	905	916	1026	913	744
Fam78a	4011	31	12	32	20	8	0
Fam78b	4986	12	8	10	10	0	2
Fam81a	2883	0	0	0	6	0	1
Fam83a	2085	8	0	26	4	4	8
Fam83b	3136	231	322	349	712	691	467
Fam83c	2337	28	37	83	34	18	32
Fam83d	2260	235	173	171	225	107	138
Fam83e	2900	84	85	72	104	87	81
Fam83f	2993	0	0	2	0	2	4
Fam83g	4786	424	480	488	345	271	274
Fam83h	4628	325	387	377	258	185	110
Fam84a	3380	6	27	20	38	39	18
Fam84b	5563	138	254	254	157	171	142
Fam89a	1315	32	25	32	10	26	36
Fam89b	1212	127	122	134	127	95	69
Fam8a1	1381	287	316	398	316	311	268
Fam90a1a	1887	14	24	6	36	19	12
Fam92a	1326	105	87	108	80	102	104
Fam92b	1189	0	2	0	0	0	0
Fam96a	1253	1008	1479	1263	1569	1440	1239
Fam96b	680	251	192	215	280	296	222
Fam98a	2817	1744	1965	2091	2646	2656	2571
Fam98b	1861	2251	2478	2658	3493	2997	2909
Fam98c	1269	213	244	181	231	272	222
Fan1	3475	348	384	321	374	291	399
Fanca	4541	514	668	542	672	448	504
Fancb	2956	49	85	96	103	79	81
Fancc	4294	226	342	277	356	314	294
Fancd2	4780	783	990	894	1010	813	770
Fancd2os	1358	170	301	195	209	258	154
Fance	2016	140	160	201	130	96	122
Fancf	1691	39	95	53	69	58	130
Fancg	2727	61	86	47	80	82	68
Fanci	4619	829	1245	1196	1129	964	811
Fancl	1782	192	169	191	192	184	269
Fancm	7775	13820	16478	14661	15224	12885	12740
Fank1	1974	69	91	132	94	76	98
Fap	2704	1	2	5	0	0	0
Far1	4511	266	216	311	425	359	432
Far1os	893	10	9	10	28	30	33
Far2	3397	20	9	21	11	12	37
Farp1	4857	494	622	552	737	819	727
Farp2	3912	672	713	632	988	691	753
Fars2	1896	80	82	68	58	40	44
Farsa	1829	1742	1994	2042	2526	2151	1914
Farsb	2539	1186	1329	1280	1586	1191	941
Fas	1801	0	6	0	0	0	0
Fasl	1934	48	50	52	52	50	66
Fasn	9938	7159	9774	8488	9824	8200	7403
Fastk	1840	140	262	172	199	158	102
Fastkd1	2856	867	984	922	1394	1232	1015
Fastkd2	3205	613	545	524	771	546	607
Fastkd3	2362	283	374	358	402	337	325
Fastkd5	3164	570	624	673	767	596	675
Fat1	14627	4417	5727	5859	7054	5213	4421
Fat2	14423	10	6	0	6	8	9
Fat3	18468	244	249	231	226	176	211
